transaction_id,amount,transaction_time,merchant_category,distance_from_home,is_fraud
TXN01392,158.48,13,4,6.45,0
TXN01393,115.12,11,1,12.29,0
TXN01394,15.53,1,4,1.32,0
TXN01395,12.53,3,2,0.22,0
TXN01396,23.16,12,1,18.27,0
TXN01397,41.0,19,4,13.02,0
TXN01398,46.85,11,2,19.35,0
TXN01399,28.09,18,2,27.6,0
TXN01400,37.25,12,4,1.27,0
TXN01401,20.86,21,5,5.0,0
TXN01402,33.07,15,3,4.16,0
TXN01403,102.88,10,5,15.0,0
TXN01404,95.05,10,3,1.81,0
TXN01405,517.74,4,1,155.38,1
TXN01406,3.12,20,1,8.2,0
TXN01407,98.57,23,5,5.72,0
TXN01408,154.01,13,2,26.62,0
TXN01409,38.5,13,2,0.54,0
TXN01410,65.75,16,3,3.61,0
TXN01411,39.01,11,4,1.92,0
TXN01412,62.45,20,1,35.01,0
TXN01413,66.03,1,4,14.36,0
TXN01414,45.79,7,5,10.99,0
TXN01415,49.83,11,1,5.24,0
TXN01416,17.4,20,4,2.2,0
TXN01417,82.78,7,4,0.89,0
TXN01418,29.66,13,2,3.24,0
TXN01419,41.84,17,4,25.59,0
TXN01420,35.9,0,2,13.36,0
TXN01421,2.87,11,4,19.12,0
TXN01422,3.09,5,1,9.77,0
TXN01423,4.26,18,2,11.17,0
TXN01424,21.57,5,5,3.3,0
TXN01425,31.59,0,3,15.28,0
TXN01426,70.35,19,4,2.74,0
TXN01427,11.84,13,1,14.64,0
TXN01428,4.2,10,2,5.15,0
TXN01429,28.67,22,5,12.7,0
TXN01430,40.65,0,5,2.89,0
TXN01431,6.3,4,2,9.59,0
TXN01432,99.59,21,2,4.04,0
TXN01433,19.96,11,5,1.05,0
TXN01434,73.75,10,2,35.09,0
TXN01435,101.15,14,5,12.07,0
TXN01436,17.79,18,2,6.08,0
TXN01437,33.89,22,3,3.31,0
TXN01438,20.14,23,2,0.58,0
TXN01439,34.24,15,5,1.8,0
TXN01440,4.3,18,5,2.49,0
TXN01441,37.21,11,2,0.16,0
TXN01442,166.78,12,5,9.24,0
TXN01443,5.15,4,2,19.03,0
TXN01444,22.22,22,4,16.2,0
TXN01445,9.75,12,5,2.13,0
TXN01446,64.51,8,5,3.8,0
TXN01447,94.21,23,4,11.28,0
TXN01448,18.9,15,4,14.12,0
TXN01449,33.14,10,4,9.59,0
TXN01450,3.06,20,5,1.6,0
TXN01451,209.85,7,5,1.4,0
TXN01452,223.79,3,5,225.79,1
TXN01453,18.96,0,4,7.04,0
TXN01454,26.79,19,4,17.69,0
TXN01455,8.18,13,2,13.92,0
TXN01456,142.8,15,2,4.52,0
TXN01457,140.18,3,5,4.04,0
TXN01458,61.33,7,5,26.51,0
TXN01459,12.46,14,5,5.09,0
TXN01460,14.87,9,4,30.91,0
TXN01461,126.37,15,4,37.56,0
TXN01462,24.68,3,5,5.7,0
TXN01463,102.83,17,3,29.5,0
TXN01464,13.34,22,2,14.11,0
TXN01465,26.02,8,5,2.78,0
TXN01466,18.24,15,4,2.62,0
TXN01467,18.07,0,2,1.26,0
TXN01468,154.9,23,3,8.61,0
TXN01469,57.05,16,4,12.08,0
TXN01470,27.44,6,2,27.18,0
TXN01471,8.02,14,3,7.23,0
TXN01472,98.19,16,4,4.46,0
TXN01473,39.41,12,3,6.1,0
TXN01474,33.23,11,4,14.14,0
TXN01475,59.42,17,1,57.47,0
TXN01476,28.83,11,5,5.4,0
TXN01477,106.08,22,5,0.64,0
TXN01478,87.5,15,5,5.14,0
TXN01479,35.93,4,5,10.52,0
TXN01480,48.73,13,4,3.54,0
TXN01481,76.72,12,4,2.58,0
TXN01482,656.02,3,3,522.78,1
TXN01483,34.2,12,5,5.98,0
TXN01484,15.7,18,5,1.02,0
TXN01485,64.73,6,5,14.52,0
TXN01486,5.13,16,5,0.2,0
TXN01487,11.46,19,5,27.46,0
TXN01488,31.54,18,4,8.25,0
TXN01489,6.94,23,1,8.4,0
TXN01490,79.51,3,2,2.89,0
TXN01491,36.63,0,2,6.68,0
TXN01492,146.36,15,4,6.03,0
TXN01493,17.33,4,5,8.67,0
TXN01494,17.6,18,1,67.2,0
TXN01495,3.83,20,3,0.86,0
TXN01496,9.39,12,5,2.99,0
TXN01497,20.02,12,2,3.61,0
TXN01498,170.9,22,3,2.99,0
TXN01499,22.32,8,1,9.81,0
TXN01500,139.74,23,2,32.38,0
TXN01501,39.56,16,3,2.98,0
TXN01502,1524.94,3,3,192.59,1
TXN01503,39.63,16,4,1.02,0
TXN01504,3.87,4,4,18.64,0
TXN01505,588.09,3,3,91.85,1
TXN01506,56.13,17,1,19.1,0
TXN01507,85.97,22,1,22.61,0
TXN01508,2.47,8,4,6.62,0
TXN01509,80.0,21,3,4.19,0
TXN01510,84.03,0,5,2.54,0
TXN01511,36.11,14,3,0.09,0
TXN01512,53.25,21,2,18.63,0
TXN01513,5.15,17,3,1.5,0
TXN01514,43.11,11,2,4.65,0
TXN01515,5.85,5,3,5.02,0
TXN01516,101.89,13,3,31.73,0
TXN01517,15.23,3,4,3.9,0
TXN01518,110.92,1,3,1.9,0
TXN01519,16.51,15,4,2.62,0
TXN01520,6.63,14,1,4.36,0
TXN01521,19.96,11,2,3.87,0
TXN01522,11.68,5,4,36.85,0
TXN01523,27.48,9,4,40.95,0
TXN01524,14.83,8,3,9.35,0
TXN01525,5.64,22,2,0.66,0
TXN01526,46.33,18,2,18.43,0
TXN01527,2.54,17,5,6.17,0
TXN01528,13.27,21,2,1.27,0
TXN01529,4.57,15,1,9.68,0
TXN01530,40.35,3,2,3.42,0
TXN01531,14.64,5,3,5.3,0
TXN01532,61.88,12,3,1.5,0
TXN01533,101.58,23,3,5.42,0
TXN01534,30.38,4,3,3.1,0
TXN01535,36.25,7,5,19.54,0
TXN01536,94.17,5,1,2.02,0
TXN01537,14.22,16,1,49.54,0
TXN01538,1402.29,1,4,251.82,1
TXN01539,8.37,2,3,16.93,0
TXN01540,207.47,4,4,19.09,0
TXN01541,3.7,20,5,9.41,0
TXN01542,124.31,0,1,13.94,0
TXN01543,43.0,12,3,6.43,0
TXN01544,21.31,10,5,8.42,0
TXN01545,50.95,1,3,0.53,0
TXN01546,14.25,6,5,3.71,0
TXN01547,11.03,19,1,0.54,0
TXN01548,30.54,11,1,6.07,0
TXN01549,9.93,22,3,9.7,0
TXN01550,18.96,21,4,1.21,0
TXN01551,52.63,7,5,14.47,0
TXN01552,16.43,17,5,0.35,0
TXN01553,51.94,20,5,5.71,0
TXN01554,18.31,9,2,5.66,0
TXN01555,348.93,22,1,1.09,0
TXN01556,1112.0,1,4,177.64,1
TXN01557,121.77,20,5,13.56,0
TXN01558,52.52,12,3,2.48,0
TXN01559,30.42,14,5,1.43,0
TXN01560,25.44,1,5,18.02,0
TXN01561,62.95,18,1,26.93,0
TXN01562,98.67,18,4,6.24,0
TXN01563,78.82,19,3,0.25,0
TXN01564,60.65,0,5,5.24,0
TXN01565,22.37,1,3,0.96,0
TXN01566,58.12,0,3,7.75,0
TXN01567,15.72,0,1,13.93,0
TXN01568,45.38,18,2,17.51,0
TXN01569,61.45,9,5,19.54,0
TXN01570,32.15,5,5,29.35,0
TXN01571,17.09,3,5,0.68,0
TXN01572,180.8,16,3,6.5,0
TXN01573,22.95,20,5,12.02,0
TXN01574,19.33,7,5,1.34,0
TXN01575,54.28,0,5,1.5,0
TXN01576,63.89,12,3,0.8,0
TXN01577,56.55,5,2,2.81,0
TXN01578,28.35,13,1,20.97,0
TXN01579,14.93,20,5,2.93,0
TXN01580,50.85,20,4,7.22,0
TXN01581,47.54,17,1,7.49,0
TXN01582,44.68,9,5,13.0,0
TXN01583,102.86,12,5,0.59,0
TXN01584,45.31,7,5,0.18,0
TXN01585,658.01,5,5,322.32,1
TXN01586,17.02,18,1,9.83,0
TXN01587,44.47,22,5,11.25,0
TXN01588,12.53,3,1,1.35,0
TXN01589,7.95,8,5,9.67,0
TXN01590,5.03,9,4,4.21,0
TXN01591,20.92,5,5,3.89,0
TXN01592,76.01,17,2,0.58,0
TXN01593,69.82,6,4,10.23,0
TXN01594,19.86,0,5,0.34,0
TXN01595,44.35,14,3,12.46,0
TXN01596,10.67,21,4,0.49,0
TXN01597,34.04,23,2,14.23,0
TXN01598,35.72,15,3,10.38,0
TXN01599,14.26,15,1,4.32,0
TXN01600,90.4,18,4,5.94,0
TXN01601,27.0,9,3,3.46,0
TXN01602,18.46,9,2,8.31,0
TXN01603,15.54,2,4,3.09,0
TXN01604,114.08,4,2,23.75,0
TXN01605,10.24,3,4,6.03,0
TXN01606,146.68,12,1,6.33,0
TXN01607,4.68,21,4,1.55,0
TXN01608,6.53,18,1,1.13,0
TXN01609,28.54,23,3,13.23,0
TXN01610,92.63,3,4,0.91,0
TXN01611,14.51,17,2,1.33,0
TXN01612,23.78,1,5,2.46,0
TXN01613,3.81,14,5,0.4,0
TXN01614,31.4,15,4,8.43,0
TXN01615,90.31,13,1,1.79,0
TXN01616,59.85,13,3,11.57,0
TXN01617,13.83,14,3,16.02,0
TXN01618,6.66,18,3,24.1,0
TXN01619,25.13,11,5,5.62,0
TXN01620,29.79,2,5,14.36,0
TXN01621,138.58,9,3,1.92,0
TXN01622,104.87,8,1,2.91,0
TXN01623,4.48,8,1,0.04,0
TXN01624,9.87,14,2,0.29,0
TXN01625,24.53,17,2,1.58,0
TXN01626,87.58,15,3,10.56,0
TXN01627,26.98,9,5,8.67,0
TXN01628,122.87,19,2,0.07,0
TXN01629,82.87,12,4,5.34,0
TXN01630,57.8,19,5,0.88,0
TXN01631,74.49,4,5,37.91,0
TXN01632,167.7,0,3,1.06,0
TXN01633,16.85,2,2,4.75,0
TXN01634,5.63,1,3,9.93,0
TXN01635,27.91,12,4,1.48,0
TXN01636,3.79,1,5,1.55,0
TXN01637,54.64,11,2,2.79,0
TXN01638,19.26,4,2,0.65,0
TXN01639,48.23,23,3,4.48,0
TXN01640,70.89,6,3,55.79,0
TXN01641,33.17,23,5,4.23,0
TXN01642,25.74,16,2,16.8,0
TXN01643,63.76,10,2,5.4,0
TXN01644,8.79,7,4,0.17,0
TXN01645,104.39,17,3,13.32,0
TXN01646,20.28,7,2,1.77,0
TXN01647,161.63,19,1,10.92,0
TXN01648,22.03,7,3,0.09,0
TXN01649,2.01,18,2,0.07,0
TXN01650,28.47,8,1,5.85,0
TXN01651,66.88,14,2,1.96,0
TXN01652,22.67,9,4,0.72,0
TXN01653,44.16,4,5,0.3,0
TXN01654,39.96,0,3,12.08,0
TXN01655,3.87,15,5,54.36,0
TXN01656,33.71,0,1,8.34,0
TXN01657,125.3,13,2,6.0,0
TXN01658,64.42,8,4,2.14,0
TXN01659,32.18,5,2,7.62,0
TXN01660,50.92,21,3,1.39,0
TXN01661,24.57,17,1,9.75,0
TXN01662,30.61,20,3,0.52,0
TXN01663,32.58,12,2,12.39,0
TXN01664,28.14,5,3,0.88,0
TXN01665,209.59,5,1,12.55,0
TXN01666,29.09,8,4,32.76,0
TXN01667,167.89,3,5,36.06,0
TXN01668,1.24,17,4,0.82,0
TXN01669,21.09,12,3,7.62,0
TXN01670,276.99,13,5,2.73,0
TXN01671,17.51,9,1,0.2,0
TXN01672,106.76,18,2,3.13,0
TXN01673,311.17,18,2,39.25,0
TXN01674,53.51,15,1,1.3,0
TXN01675,51.13,17,1,9.77,0
TXN01676,8.19,0,5,18.59,0
TXN01677,8.5,22,4,6.61,0
TXN01678,114.91,7,2,27.57,0
TXN01679,88.3,11,2,2.24,0
TXN01680,82.77,4,1,28.28,0
TXN01681,11.1,16,2,7.71,0
TXN01682,43.88,13,5,40.66,0
TXN01683,39.44,10,1,0.14,0
TXN01684,42.83,2,2,10.96,0
TXN01685,884.91,4,4,282.35,1
TXN01686,4.75,17,1,7.0,0
TXN01687,73.44,5,1,1.62,0
TXN01688,53.24,18,5,20.59,0
TXN01689,48.48,18,3,7.31,0
TXN01690,4.78,21,5,0.32,0
TXN01691,7.36,20,4,6.97,0
TXN01692,31.34,21,1,1.42,0
TXN01693,40.58,15,2,3.02,0
TXN01694,18.61,9,1,1.05,0
TXN01695,5.76,23,4,1.38,0
TXN01696,64.65,17,5,32.4,0
TXN01697,117.58,14,4,1.02,0
TXN01698,17.02,15,1,14.4,0
TXN01699,82.04,17,4,9.0,0
TXN01700,7.8,15,3,1.75,0
TXN01701,61.26,22,5,1.12,0
TXN01702,36.28,20,1,6.43,0
TXN01703,23.43,13,5,5.01,0
TXN01704,95.26,6,5,16.37,0
TXN01705,21.67,0,2,8.86,0
TXN01706,137.32,21,1,24.98,0
TXN01707,120.49,23,5,7.5,0
TXN01708,41.76,9,2,14.84,0
TXN01709,6.62,15,2,1.87,0
TXN01710,30.65,16,3,7.86,0
TXN01711,41.12,11,3,5.93,0
TXN01712,169.37,3,1,2.04,0
TXN01713,35.41,19,1,2.31,0
TXN01714,62.77,5,3,6.72,0
TXN01715,17.85,22,1,29.06,0
TXN01716,125.49,14,5,19.14,0
TXN01717,12.04,21,2,5.6,0
TXN01718,11.47,9,1,7.32,0
TXN01719,14.35,15,5,8.75,0
TXN01720,67.36,19,2,1.36,0
TXN01721,124.08,8,4,6.04,0
TXN01722,2.94,21,2,7.51,0
TXN01723,12.29,2,3,75.25,0
TXN01724,82.04,15,4,13.0,0
TXN01725,7.12,14,3,4.72,0
TXN01726,71.59,17,3,0.81,0
TXN01727,1.91,14,4,5.28,0
TXN01728,136.3,22,3,16.19,0
TXN01729,32.4,23,2,1.15,0
TXN01730,105.35,4,2,1.84,0
TXN01731,36.9,21,2,9.81,0
TXN01732,147.11,11,4,1.9,0
TXN01733,65.51,23,4,11.39,0
TXN01734,12.34,9,3,54.3,0
TXN01735,55.78,20,4,25.66,0
TXN01736,1.8,22,5,21.96,0
TXN01737,4.18,7,1,2.29,0
TXN01738,42.8,20,2,3.6,0
TXN01739,31.81,16,1,18.11,0
TXN01740,36.87,21,3,21.41,0
TXN01741,43.39,1,2,12.84,0
TXN01742,36.44,6,4,4.94,0
TXN01743,14.79,13,3,0.94,0
TXN01744,15.84,23,5,1.06,0
TXN01745,12.1,7,3,10.18,0
TXN01746,8.61,17,4,0.98,0
TXN01747,156.12,7,4,0.01,0
TXN01748,113.22,10,2,0.95,0
TXN01749,148.69,17,2,15.56,0
TXN01750,58.25,21,5,11.79,0
TXN01751,14.95,3,5,1.11,0
TXN01752,16.59,7,2,1.64,0
TXN01753,81.09,7,4,16.57,0
TXN01754,24.84,13,5,1.29,0
TXN01755,214.2,17,4,4.95,0
TXN01756,44.2,4,3,6.95,0
TXN01757,25.21,19,3,10.33,0
TXN01758,53.59,2,5,2.43,0
TXN01759,13.49,18,2,6.94,0
TXN01760,27.82,8,5,15.97,0
TXN01761,64.67,11,1,6.23,0
TXN01762,10.56,15,3,0.18,0
TXN01763,26.57,18,3,9.66,0
TXN01764,55.46,14,1,21.44,0
TXN01765,33.03,21,3,2.11,0
TXN01766,32.0,15,2,0.52,0
TXN01767,100.59,7,4,10.17,0
TXN01768,22.54,8,2,6.03,0
TXN01769,91.25,11,5,9.73,0
TXN01770,1292.69,5,4,286.79,1
TXN01771,4.22,19,1,5.88,0
TXN01772,8.64,16,1,0.89,0
TXN01773,19.04,22,3,33.36,0
TXN01774,64.27,21,4,11.98,0
TXN01775,18.39,22,2,3.73,0
TXN01776,77.38,7,3,9.97,0
TXN01777,9.93,7,5,4.72,0
TXN01778,23.89,14,4,18.88,0
TXN01779,110.75,13,4,13.04,0
TXN01780,20.02,0,4,2.16,0
TXN01781,42.27,20,5,0.3,0
TXN01782,49.13,12,1,0.8,0
TXN01783,28.78,7,2,11.05,0
TXN01784,19.95,10,4,20.52,0
TXN01785,14.56,10,4,7.11,0
TXN01786,14.93,6,1,2.11,0
TXN01787,31.88,11,3,10.36,0
TXN01788,53.63,10,4,17.44,0
TXN01789,102.32,10,1,3.12,0
TXN01790,366.88,6,4,0.1,0
TXN01791,9.06,6,2,5.92,0
TXN01792,30.67,8,1,25.21,0
TXN01793,19.64,22,4,18.87,0
TXN01794,119.23,1,5,9.93,0
TXN01795,15.85,14,1,17.73,0
TXN01796,55.53,8,3,7.46,0
TXN01797,64.31,12,5,34.38,0
TXN01798,111.29,4,5,7.55,0
TXN01799,2.41,2,3,48.08,0
TXN01800,16.47,22,2,5.57,0
TXN01801,53.31,19,3,10.04,0
TXN01802,8.57,11,3,4.0,0
TXN01803,30.04,9,5,11.53,0
TXN01804,108.04,17,4,32.24,0
TXN01805,54.99,23,5,3.56,0
TXN01806,69.94,11,4,19.42,0
TXN01807,1233.62,8,2,402.57,1
TXN01808,80.81,5,2,21.84,0
TXN01809,8.38,1,1,1.71,0
TXN01810,148.41,7,1,3.12,0
TXN01811,45.68,21,3,2.91,0
TXN01812,34.75,20,4,9.62,0
TXN01813,55.81,22,1,30.88,0
TXN01814,104.64,21,3,10.69,0
TXN01815,12.05,4,2,75.39,0
TXN01816,49.69,0,3,8.02,0
TXN01817,92.97,6,2,5.63,0
TXN01818,20.31,13,1,12.77,0
TXN01819,14.09,19,2,40.12,0
TXN01820,59.74,16,3,3.12,0
TXN01821,84.42,17,5,7.72,0
TXN01822,4.66,16,4,12.96,0
TXN01823,13.4,10,3,7.92,0
TXN01824,53.48,3,5,9.73,0
TXN01825,39.84,11,5,13.0,0
TXN01826,50.7,20,3,5.21,0
TXN01827,177.06,15,2,6.78,0
TXN01828,91.62,16,1,9.26,0
TXN01829,18.76,13,1,4.92,0
TXN01830,30.32,19,1,1.57,0
TXN01831,38.15,6,1,40.98,0
TXN01832,92.98,8,4,10.74,0
TXN01833,17.9,12,3,11.49,0
TXN01834,3.69,15,1,18.68,0
TXN01835,81.24,12,2,2.35,0
TXN01836,1269.81,1,4,136.49,1
TXN01837,4.45,16,5,0.25,0
TXN01838,593.55,5,5,121.53,1
TXN01839,20.73,6,1,2.88,0
TXN01840,56.33,10,2,9.34,0
TXN01841,11.44,16,1,34.21,0
TXN01842,16.64,6,1,0.9,0
TXN01843,41.95,18,2,13.61,0
TXN01844,70.37,0,5,6.61,0
TXN01845,18.45,2,2,0.26,0
TXN01846,17.79,16,5,3.33,0
TXN01847,107.6,16,5,2.03,0
TXN01848,1150.13,4,4,306.45,1
TXN01849,25.43,22,4,6.02,0
TXN01850,10.28,16,5,36.8,0
TXN01851,88.32,23,4,4.72,0
TXN01852,1517.28,2,1,454.06,1
TXN01853,35.84,21,1,6.36,0
TXN01854,3.52,12,3,4.4,0
TXN01855,10.75,2,3,19.27,0
TXN01856,70.11,15,4,2.9,0
TXN01857,127.76,16,1,8.0,0
TXN01858,145.54,10,1,7.41,0
TXN01859,7.21,10,4,7.7,0
TXN01860,138.89,10,3,14.44,0
TXN01861,15.24,5,1,1.07,0
TXN01862,66.19,23,1,4.64,0
TXN01863,35.83,18,5,10.55,0
TXN01864,76.59,0,4,36.0,0
TXN01865,1184.11,5,3,251.39,1
TXN01866,86.13,0,5,7.44,0
TXN01867,52.0,23,1,23.74,0
TXN01868,45.26,8,2,5.97,0
TXN01869,71.6,2,3,6.82,0
TXN01870,113.57,10,5,22.89,0
TXN01871,114.29,14,1,19.59,0
TXN01872,5.65,17,2,3.87,0
TXN01873,10.82,7,4,5.41,0
TXN01874,943.09,5,2,224.62,1
TXN01875,83.61,20,4,15.89,0
TXN01876,19.25,3,4,13.64,0
TXN01877,9.24,0,4,2.83,0
TXN01878,4.27,22,5,9.35,0
TXN01879,38.03,21,2,0.44,0
TXN01880,16.12,0,1,13.96,0
TXN01881,1.89,4,1,0.16,0
TXN01882,24.31,10,3,0.76,0
TXN01883,79.06,13,4,11.3,0
TXN01884,82.28,9,2,10.84,0
TXN01885,22.97,9,2,3.63,0
TXN01886,2.26,6,4,2.58,0
TXN01887,27.08,13,1,16.02,0
TXN01888,16.54,18,4,2.58,0
TXN01889,21.72,8,1,5.77,0
TXN01890,13.31,9,3,0.13,0
TXN01891,9.36,15,5,8.95,0
TXN01892,109.95,6,3,13.69,0
TXN01893,2.79,21,5,7.98,0
TXN01894,98.51,14,4,0.04,0
TXN01895,1.55,9,4,10.92,0
TXN01896,62.69,12,2,21.94,0
TXN01897,30.16,15,1,14.45,0
TXN01898,79.03,2,1,19.2,0
TXN01899,67.85,9,5,5.69,0
TXN01900,69.84,2,1,12.91,0
TXN01901,7.06,8,4,5.97,0
TXN01902,91.66,22,2,71.4,0
TXN01903,17.9,16,1,1.74,0
TXN01904,9.96,1,1,7.85,0
TXN01905,42.03,3,4,9.43,0
TXN01906,1043.29,3,5,144.53,1
TXN01907,29.09,7,2,0.15,0
TXN01908,19.75,9,2,1.49,0
TXN01909,28.77,20,1,9.14,0
TXN01910,17.04,19,2,15.07,0
TXN01911,142.69,13,1,8.0,0
TXN01912,88.4,21,4,5.08,0
TXN01913,20.06,15,1,2.94,0
TXN01914,316.86,12,3,1.6,0
TXN01915,6.2,13,3,9.88,0
TXN01916,23.72,16,1,5.56,0
TXN01917,21.3,17,5,1.05,0
TXN01918,3.8,10,4,16.48,0
TXN01919,36.53,0,4,7.67,0
TXN01920,138.25,2,1,16.58,0
TXN01921,81.51,1,3,14.71,0
TXN01922,69.86,17,2,0.62,0
TXN01923,37.45,15,4,32.75,0
TXN01924,18.12,17,5,4.9,0
TXN01925,20.52,9,5,1.7,0
TXN01926,23.84,10,5,3.41,0
TXN01927,45.05,17,1,12.7,0
TXN01928,69.37,8,3,18.17,0
TXN01929,19.54,5,4,2.57,0
TXN01930,135.04,16,3,15.2,0
TXN01931,1.98,10,1,24.03,0
TXN01932,51.24,23,1,31.65,0
TXN01933,5.04,8,4,3.61,0
TXN01934,1471.32,1,2,285.01,1
TXN01935,5.33,20,2,19.37,0
TXN01936,29.52,1,2,3.09,0
TXN01937,73.89,8,2,3.88,0
TXN01938,32.32,9,3,27.59,0
TXN01939,6.62,16,3,7.13,0
TXN01940,31.86,2,5,26.59,0
TXN01941,25.19,1,1,22.66,0
TXN01942,83.18,9,2,3.86,0
TXN01943,28.39,18,4,9.91,0
TXN01944,72.95,11,1,3.2,0
TXN01945,81.76,8,5,0.72,0
TXN01946,4.0,19,3,10.45,0
TXN01947,24.87,19,4,24.17,0
TXN01948,48.77,14,4,20.1,0
TXN01949,10.45,19,4,21.02,0
TXN01950,40.86,8,4,10.47,0
TXN01951,60.88,5,2,0.98,0
TXN01952,28.85,18,3,5.9,0
TXN01953,3.53,20,2,6.89,0
TXN01954,19.56,8,1,7.72,0
TXN01955,1.24,14,1,14.41,0
TXN01956,8.34,12,3,36.26,0
TXN01957,79.17,16,3,5.92,0
TXN01958,1.36,11,4,4.46,0
TXN01959,39.91,20,1,12.13,0
TXN01960,157.16,18,1,34.73,0
TXN01961,1431.53,17,4,214.33,1
TXN01962,55.01,6,4,0.79,0
TXN01963,44.03,13,1,7.91,0
TXN01964,29.64,19,1,11.16,0
TXN01965,36.53,0,1,18.02,0
TXN01966,93.43,22,5,5.61,0
TXN01967,32.81,15,5,29.36,0
TXN01968,14.77,21,3,0.87,0
TXN01969,132.91,17,1,6.08,0
TXN01970,62.17,6,1,0.4,0
TXN01971,11.34,16,5,14.56,0
TXN01972,22.59,14,3,18.07,0
TXN01973,6.34,19,5,2.88,0
TXN01974,82.97,6,2,2.13,0
TXN01975,36.09,20,1,23.28,0
TXN01976,4.81,19,1,8.0,0
TXN01977,85.86,18,1,12.05,0
TXN01978,26.69,14,3,13.19,0
TXN01979,48.97,23,4,0.09,0
TXN01980,874.2,3,4,448.65,1
TXN01981,125.42,11,5,19.88,0
TXN01982,16.46,20,1,7.05,0
TXN01983,1.91,17,1,11.65,0
TXN01984,77.86,13,1,1.46,0
TXN01985,30.67,4,5,3.61,0
TXN01986,32.53,8,2,21.88,0
TXN01987,31.36,13,1,5.17,0
TXN01988,31.82,14,2,3.34,0
TXN01989,29.69,23,3,4.91,0
TXN01990,14.87,9,3,7.38,0
TXN01991,1.68,22,4,36.1,0
TXN01992,13.52,0,4,8.53,0
TXN01993,51.72,16,2,13.41,0
TXN01994,21.44,19,5,6.62,0
TXN01995,53.22,23,5,10.61,0
TXN01996,49.19,14,2,0.9,0
TXN01997,5.77,19,4,6.02,0
TXN01998,3.21,9,5,18.05,0
TXN01999,3.23,5,1,34.34,0
TXN02000,20.4,13,4,55.63,0
TXN02001,11.61,14,2,10.91,0
TXN02002,38.54,6,4,12.74,0
TXN02003,126.23,17,3,2.12,0
TXN02004,37.4,23,4,16.32,0
TXN02005,4.4,9,5,8.48,0
TXN02006,120.01,7,4,15.34,0
TXN02007,44.84,0,1,6.51,0
TXN02008,10.46,17,2,6.18,0
TXN02009,56.63,6,2,24.98,0
TXN02010,12.0,6,1,1.35,0
TXN02011,146.73,0,5,14.9,0
TXN02012,16.38,2,5,0.8,0
TXN02013,19.28,18,1,2.73,0
TXN02014,17.46,1,3,7.3,0
TXN02015,31.98,19,1,8.7,0
TXN02016,66.45,17,4,6.92,0
TXN02017,29.86,20,3,6.13,0
TXN02018,16.22,23,5,6.6,0
TXN02019,109.94,18,5,13.85,0
TXN02020,6.09,12,4,10.57,0
TXN02021,31.45,3,2,3.93,0
TXN02022,200.36,12,5,3.78,0
TXN02023,34.23,2,2,4.78,0
TXN02024,35.85,7,3,1.2,0
TXN02025,71.82,0,5,16.6,0
TXN02026,109.85,3,1,2.54,0
TXN02027,32.32,5,2,13.25,0
TXN02028,51.52,6,2,0.86,0
TXN02029,124.3,18,5,2.91,0
TXN02030,27.1,19,2,28.74,0
TXN02031,117.41,22,5,7.12,0
TXN02032,8.98,3,3,8.34,0
TXN02033,63.71,19,3,7.95,0
TXN02034,182.33,12,3,7.78,0
TXN02035,173.05,23,5,19.61,0
TXN02036,6.83,13,2,8.25,0
TXN02037,4.8,6,4,3.35,0
TXN02038,110.29,2,2,14.01,0
TXN02039,173.28,13,4,7.59,0
TXN02040,17.74,5,3,6.54,0
TXN02041,39.33,0,4,19.2,0
TXN02042,123.87,17,3,3.87,0
TXN02043,41.19,3,2,12.74,0
TXN02044,30.39,10,3,2.11,0
TXN02045,56.43,12,5,2.13,0
TXN02046,25.41,13,2,3.87,0
TXN02047,167.1,1,2,5.62,0
TXN02048,104.98,20,4,14.42,0
TXN02049,246.3,0,1,0.55,0
TXN02050,8.57,0,5,2.33,0
TXN02051,36.07,16,1,29.65,0
TXN02052,93.41,4,1,0.66,0
TXN02053,52.47,9,2,22.61,0
TXN02054,53.95,10,5,33.88,0
TXN02055,81.88,16,4,3.47,0
TXN02056,24.38,16,4,0.75,0
TXN02057,15.83,10,1,6.54,0
TXN02058,621.01,4,2,220.64,1
TXN02059,4.44,21,2,5.85,0
TXN02060,149.71,21,4,7.59,0
TXN02061,33.92,14,3,2.15,0
TXN02062,13.08,11,1,2.09,0
TXN02063,3.89,13,5,2.67,0
TXN02064,3.55,19,1,7.63,0
TXN02065,145.16,3,1,7.19,0
TXN02066,16.58,8,5,12.26,0
TXN02067,142.21,4,1,0.14,0
TXN02068,9.85,20,2,0.79,0
TXN02069,57.78,16,5,12.61,0
TXN02070,62.21,23,4,6.05,0
TXN02071,39.89,4,2,6.54,0
TXN02072,24.36,8,5,7.23,0
TXN02073,6.59,1,2,10.03,0
TXN02074,6.24,9,5,1.29,0
TXN02075,5.1,2,4,2.89,0
TXN02076,58.51,18,5,6.97,0
TXN02077,76.24,22,2,11.63,0
TXN02078,20.68,0,3,3.37,0
TXN02079,28.57,15,4,13.43,0
TXN02080,84.73,16,3,0.19,0
TXN02081,59.5,8,2,9.83,0
TXN02082,9.16,21,5,8.8,0
TXN02083,36.99,2,2,4.05,0
TXN02084,4.69,6,2,5.69,0
TXN02085,22.99,0,5,3.64,0
TXN02086,59.22,10,4,3.55,0
TXN02087,11.72,9,5,2.08,0
TXN02088,53.94,19,3,8.08,0
